path,group,before_cumulation,length,plDDT
Q96LK0,Unknotted,{'0_1': 0.98},163,83.44108711839178
Q96LK8,Unknotted,{'0_1': 0.95},384,46.45756064690011
Q96LL3,Unknotted,{'0_1': 0.99},132,65.54982352941148
Q96LL4,Unknotted,"{'0_1': 0.87, '3_1': 0.13}",319,65.50720030935854
Q96LL9,Unknotted,{'0_1': 1.0},226,71.14858855585808
Q96LM1,Unknotted,{'0_1': 0.94},132,35.75930323846904
Q96LM5,Unknotted,{'0_1': 1.0},186,63.01897786458321
Q96LM6,Unknotted,{'0_1': 0.99},180,56.09381968341339
Q96LM9,Unknotted,{'0_1': 1.0},149,51.74325862068979
Q96LP2,Unknotted,{'0_1': 1.0},452,76.10577418470812
Q96LP6,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",360,44.735602150537844
Q96LQ0,Unknotted,{'0_1': 0.97},422,66.62895965417876
Q96LR2,Unknotted,{'0_1': 1.0},239,60.54968543046383
Q96LR4,Unknotted,{'0_1': 1.0},140,86.31316467341289
Q96LR5,Unknotted,{'0_1': 1.0},201,85.90272087067866
Q96LR7,Unknotted,{'0_1': 0.99},162,70.14169992019166
Q96LR9,Unknotted,{'0_1': 0.97},279,61.005448598130556
Q96LS8,Unknotted,{'0_1': 0.97},159,31.113893004115315
Q96LT4,Unknotted,{'0_1': 0.96},415,79.53380252718175
Q96LT6,Unknotted,{'0_1': 0.97},269,90.6153102453111
Q96LT7,Unknotted,"{'0_1': 0.86, '3_1': 0.13}",481,83.09450261780076
Q96LT9,Unknotted,"{'0_1': 0.84, '3_1': 0.1}",517,68.08740452444646
Q96LU5,Unknotted,"{'0_1': 0.91, '3_1': 0.08}",166,87.99929393706788
Q96LU7,Unknotted,"{'0_1': 0.85, '3_1': 0.08}",910,68.52399831767873
Q96LW1,Unknotted,{'0_1': 0.97},612,67.66946580331874
Q96LW2,Unknotted,{'0_1': 0.94},410,76.57033731984043
Q96LW4,Unknotted,"{'0_1': 0.87, '3_1': 0.07}",560,74.91844190140871
Q96LW7,Unknotted,{'0_1': 0.97},228,63.85062256809332
Q96LW9,Unknotted,{'0_1': 0.94},406,67.93321783669795
Q96LX7,Unknotted,{'0_1': 0.96},622,69.3691336270192
Q96LX8,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",424,48.860920700920445
Q96LY2,Unknotted,"{'0_1': 0.86, '3_1': 0.11}",380,60.46644875723531
Q96LZ2,Unknotted,{'0_1': 0.98},347,72.66227256119844
Q96LZ3,Unknotted,{'0_1': 0.96},170,90.93096139839724
Q96LZ7,Unknotted,"{'0_1': 0.8, '4_1': 0.08, '5_2': 0.06}",410,75.45411041104103
Q96M02,Unknotted,"{'0_1': 0.87, '4_1': 0.07}",699,48.40285897201393
Q96M11,Unknotted,{'0_1': 0.98},299,66.19356788079473
Q96M15,Unknotted,{'0_1': 0.95},143,41.205270629991254
Q96M19,Unknotted,{'0_1': 0.99},166,49.47841614906818
Q96M20,Unknotted,"{'0_1': 0.89, '4_1': 0.06}",576,68.84526936026936
Q96M27,Unknotted,{'0_1': 0.93},445,69.38137207179791
Q96M29,Unknotted,{'0_1': 0.96},485,84.89303839308393
Q96M32,Unknotted,{'0_1': 0.98},723,80.54270005162658
Q96M34,Unknotted,{'0_1': 0.91},536,48.9618216229006
Q96M42,Unknotted,{'0_1': 1.0},142,38.21746465598488
Q96M53,Unknotted,{'0_1': 1.0},351,60.396010082823565
Q96M60,Unknotted,{'0_1': 0.97},508,71.75877093654157
Q96M61,Unknotted,{'0_1': 0.98},343,75.3218242245203
Q96M66,Unknotted,{'0_1': 0.99},194,47.21172651933715
Q96M69,Unknotted,"{'0_1': 0.58, '3_1': 0.25, '4_1': 0.06}",825,70.93342492788788
Q96M78,Unknotted,{'0_1': 0.94},137,37.04825136612034
Q96M85,Unknotted,{'0_1': 0.96},177,27.223074691805664
Q96M89,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",665,73.01509426917976
Q96M91,Unknotted,{'0_1': 1.0},514,86.27205678670302
Q96M93,Unknotted,"{'0_1': 0.83, '3_1': 0.07}",576,78.22041537781772
Q96M94,Unknotted,"{'0_1': 0.87, '3_1': 0.08}",604,91.76615086646234
Q96M95,Unknotted,{'0_1': 1.0},316,87.67508442776763
Q96M96,Unknotted,"{'0_1': 0.75, '3_1': 0.18}",766,71.19781455862983
Q96M98,Unknotted,{'0_1': 1.0},296,77.02079351535814
Q96MA1,Unknotted,"{'0_1': 0.72, '4_1': 0.22}",342,59.29943899568472
Q96MA6,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",479,88.71210349288503
Q96MB7,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",349,84.60575237399526
Q96MC2,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",740,74.85240607644567
Q96MC4,Unknotted,"{'0_1': 0.91, '3_1': 0.06}",621,59.515536042475595
Q96MC5,Unknotted,{'0_1': 0.96},204,74.26212946158525
Q96MC6,Unknotted,"{'0_1': 0.87, '3_1': 0.06}",490,78.63322830440539
Q96MC9,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",270,28.70560591603047
Q96MD2,Unknotted,{'0_1': 0.95},445,89.12918607914787
Q96MD7,Unknotted,{'0_1': 0.97},179,75.72752482269517
Q96ME1,Unknotted,{'0_1': 0.92},805,73.91085663488005
Q96ME7,Unknotted,"{'0_1': 0.84, '4_1': 0.06}",567,63.763087781208796
Q96MF0,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",132,40.582626953125164
Q96MF2,Unknotted,"{'0_1': 0.91, '3_1': 0.09}",364,69.9833880903492
Q96MF4,Unknotted,{'0_1': 0.99},163,59.08814843749993
Q96MF6,Unknotted,{'0_1': 0.97},247,77.71776234567896
Q96MF7,Unknotted,{'0_1': 0.99},247,82.38320368474889
Q96MG2,Unknotted,{'0_1': 0.96},331,52.925624266144666
Q96MG7,Unknotted,{'0_1': 0.93},304,76.22475423378799
Q96MG8,Unknotted,{'0_1': 0.92},357,83.81011892270037
Q96MH2,Unknotted,{'0_1': 0.99},286,73.41485035211284
Q96MH6,Unknotted,{'0_1': 0.96},324,87.10209276018068
Q96MH7,Unknotted,"{'0_1': 0.86, '3_1': 0.11}",638,72.59785282061274
Q96MI6,Unknotted,{'0_1': 0.97},270,89.31233504913453
Q96MI9,Unknotted,"{'0_1': 0.84, '3_1': 0.07}",1112,78.70278250993756
Q96MK2,Unknotted,{'0_1': 0.95},946,69.41084933730052
Q96MK3,Unknotted,{'0_1': 0.98},541,86.4961091834369
Q96MM3,Unknotted,{'0_1': 0.96},310,57.71398443898445
Q96MM6,Unknotted,"{'0_1': 0.87, '3_1': 0.07}",686,82.85308139534918
Q96MM7,Unknotted,{'0_1': 0.9},605,74.35953272951856
Q96MN2,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",994,89.29466188137445
Q96MN5,Unknotted,{'0_1': 0.96},208,83.53231448763242
Q96MN9,Unknotted,"{'0_1': 0.89, '3_1': 0.11}",340,56.388880338591704
Q96MP5,Unknotted,"{'0_1': 0.87, '3_1': 0.1}",696,72.67786085709156
Q96MP8,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",289,81.34982418524882
Q96MR6,Unknotted,"{'0_1': 0.76, '3_1': 0.17}",1250,79.06240691620023
Q96MR7,Unknotted,{'0_1': 0.97},158,45.8958813972379
Q96MR9,Unknotted,{'0_1': 0.99},790,63.95186883706414
Q96MS0,Unknotted,"{'0_1': 0.81, '3_1': 0.17}",1386,64.08680532924413
Q96MS3,Unknotted,"{'0_1': 0.81, '3_1': 0.12}",346,95.88383112094387
Q96MT0,Unknotted,{'0_1': 0.99},163,31.363086627418035
Q96MT1,Unknotted,{'0_1': 0.97},663,79.07565552216444
Q96MT4,Unknotted,{'0_1': 0.99},127,29.677169230769227
Q96MT7,Unknotted,"{'0_1': 0.81, '3_1': 0.11}",1854,75.18775545502861
Q96MT8,Unknotted,{'0_1': 0.95},703,77.97053094233449
Q96MU5,Unknotted,{'0_1': 0.95},243,26.499361353711755
Q96MU6,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",729,63.5714163614166
Q96MU7,Unknotted,"{'0_1': 0.77, '3_1': 0.16}",727,60.64545729149172
Q96MU8,Unknotted,{'0_1': 0.97},473,79.41546776406113
Q96MV1,Unknotted,{'0_1': 0.98},263,94.28654425612034
Q96MV8,Unknotted,{'0_1': 0.97},337,89.42907647907637
Q96MW1,Unknotted,{'0_1': 1.0},224,77.40640880858282
Q96MW5,Unknotted,{'0_1': 0.98},612,80.25265420560734
Q96MW7,Unknotted,{'0_1': 0.95},591,78.60402536997834
Q96MX0,Unknotted,{'0_1': 1.0},182,78.49851905104238
Q96MX3,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",618,62.6464149360185
Q96MX6,Unknotted,"{'0_1': 0.86, '3_1': 0.07}",357,96.68692665474063
Q96MY1,Unknotted,"{'0_1': 0.88, '3_1': 0.08}",436,62.45976370796727
Q96MY7,Unknotted,{'0_1': 0.92},647,68.37009076863573
Q96MZ0,Unknotted,{'0_1': 0.96},367,78.76497463645575
Q96MZ4,Unknotted,{'0_1': 0.96},157,43.14579999999992
Q96N03,Unknotted,{'0_1': 1.0},204,73.29635152284267
Q96N06,Unknotted,{'0_1': 0.97},139,65.7735115207372
Q96N11,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",449,83.11217675475983
Q96N16,Unknotted,"{'0_1': 0.89, '3_1': 0.11}",626,81.58329953198101
Q96N19,Unknotted,{'0_1': 0.96},417,66.23283821263472
Q96N20,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",296,73.05002871205905
Q96N21,Unknotted,"{'0_1': 0.73, '3_1': 0.19}",525,68.74697392202397
Q96N22,Unknotted,{'0_1': 0.94},645,67.25758784425435
Q96N28,Unknotted,"{'0_1': 0.86, '3_1': 0.13}",172,79.78656065088742
Q96N35,Unknotted,{'0_1': 1.0},136,52.21085768143288
Q96N38,Unknotted,{'0_1': 0.99},554,67.85514093959746
Q96N46,Unknotted,"{'0_1': 0.81, '4_1': 0.11, '3_1': 0.07}",770,62.914495575221395
Q96N53,Unknotted,{'0_1': 1.0},147,48.29274999999973
Q96N58,Unknotted,{'0_1': 0.98},590,64.63931192660533
Q96N64,Unknotted,"{'0_1': 0.85, '3_1': 0.15}",755,58.11459708232065
Q96N66,Unknotted,{'0_1': 0.95},472,92.24174530831088
Q96N67,Unknotted,"{'0_1': 0.89, '3_1': 0.07}",2140,74.5249026849582
Q96N68,Unknotted,{'0_1': 1.0},181,61.966752265861224
Q96N76,Unknotted,{'0_1': 0.88},676,95.9096159695825
Q96N77,Unknotted,{'0_1': 0.91},438,51.35359262460373
Q96N87,Unknotted,{'0_1': 0.98},628,90.59066892971228
Q96N95,Unknotted,{'0_1': 0.99},335,58.150774621911076
Q96N96,Unknotted,"{'0_1': 0.86, '3_1': 0.13}",652,71.98767707540001
Q96NA2,Unknotted,{'0_1': 1.0},401,71.5987592414017
Q96NA8,Unknotted,{'0_1': 0.95},513,69.03074234693929
Q96NB1,Unknotted,{'0_1': 0.98},174,73.58909677419362
Q96NB2,Unknotted,{'0_1': 0.95},322,85.1575078740156
Q96NB3,Unknotted,{'0_1': 0.98},372,66.83763050847473
Q96NC0,Unknotted,{'0_1': 1.0},199,72.75455811137998
Q96ND0,Unknotted,{'0_1': 0.99},272,64.20940119760502
Q96ND8,Unknotted,{'0_1': 0.97},569,71.13466709760883
Q96NE9,Unknotted,"{'0_1': 0.91, '3_1': 0.08}",622,67.41280181782234
Q96NG3,Unknotted,{'0_1': 0.89},672,73.31285396177422
Q96NG5,Unknotted,{'0_1': 1.0},402,73.31347148644464
Q96NG8,Unknotted,"{'0_1': 0.86, '3_1': 0.13}",517,62.509056470588355
Q96NH3,Unknotted,"{'0_1': 0.87, '3_1': 0.13}",1257,80.76924906624743
Q96NI6,Unknotted,"{'0_1': 0.85, '3_1': 0.11}",719,74.28297738693493
Q96NI8,Unknotted,{'0_1': 0.95},536,71.06326777955691
Q96NJ1,Unknotted,{'0_1': 1.0},140,39.75616383616369
Q96NJ3,Unknotted,{'0_1': 0.96},590,57.75314118629858
Q96NJ5,Unknotted,{'0_1': 0.91},620,90.38691996766345
Q96NJ6,Unknotted,{'0_1': 0.93},502,74.12173934588698
Q96NK8,Unknotted,"{'0_1': 0.84, '3_1': 0.1}",337,61.99391832229619
Q96NL0,Unknotted,{'0_1': 1.0},473,69.31387810140201
Q96NL1,Unknotted,{'0_1': 0.98},305,56.683793991416415
Q96NL3,Unknotted,{'0_1': 0.99},588,73.49130765975431
Q96NL6,Unknotted,{'0_1': 0.99},688,82.5994075119028
Q96NL8,Unknotted,{'0_1': 0.94},207,76.01132884262093
Q96NM4,Unknotted,"{'0_1': 0.77, '3_1': 0.17}",488,51.784365846919
Q96NN9,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",605,88.30355271565564
Q96NR3,Unknotted,{'0_1': 0.89},888,85.59246745976161
Q96NR7,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",200,60.80107569721125
Q96NR8,Unknotted,{'0_1': 0.92},316,93.01168352893563
Q96NS1,Unknotted,{'0_1': 0.99},127,87.22772227772224
Q96NS5,Unknotted,{'0_1': 0.97},453,89.01493678160958
Q96NS8,Unknotted,{'0_1': 0.98},147,40.56034246575352
Q96NT0,Unknotted,{'0_1': 0.98},180,83.64212796549222
Q96NT1,Unknotted,{'0_1': 1.0},182,66.99652046783636
Q96NT3,Unknotted,{'0_1': 0.9},240,87.01426701570705
Q96NT5,Unknotted,{'0_1': 0.88},459,83.5705892399649
Q96NU0,Unknotted,"{'0_1': 0.76, '3_1': 0.12, '4_1': 0.06}",1288,83.54643580396927
Q96NU1,Unknotted,"{'0_1': 0.79, '3_1': 0.19}",681,50.598975962478164
Q96NU7,Unknotted,"{'0_1': 0.87, '3_1': 0.06}",426,96.26302261613648
Q96NW4,Unknotted,"{'0_1': 0.86, '3_1': 0.08}",1050,68.6339112952366
Q96NX5,Unknotted,{'0_1': 0.97},476,67.89615632554367
Q96NX9,Unknotted,"{'0_1': 0.89, '3_1': 0.09}",599,62.66952485219975
Q96NY7,Unknotted,"{'0_1': 0.88, '3_1': 0.07}",704,60.226183518410096
Q96NY8,Unknotted,{'0_1': 0.98},510,78.8969155760844
Q96NY9,Unknotted,"{'0_1': 0.89, '3_1': 0.07}",551,79.17254642525512
Q96NZ1,Unknotted,"{'0_1': 0.6, '3_1': 0.3}",517,57.94445475638059
Q96NZ8,Unknotted,{'0_1': 0.93},548,77.64661628473927
Q96NZ9,Unknotted,{'0_1': 0.94},151,62.178074074074075
Q96P09,Unknotted,{'0_1': 0.98},236,83.5685857519785
Q96P11,Unknotted,"{'0_1': 0.91, '3_1': 0.08}",429,91.78046865489941
Q96P15,Unknotted,"{'0_1': 0.78, '3_1': 0.17}",392,88.76405806451623
Q96P16,Unknotted,{'0_1': 0.98},312,83.63449402390421
Q96P20,Unknotted,{'0_1': 0.98},1036,81.74240058020054
Q96P26,Unknotted,"{'0_1': 0.83, '3_1': 0.14}",610,65.38064763087121
Q96P31,Unknotted,{'0_1': 0.97},734,77.3174964862962
Q96P47,Unknotted,"{'0_1': 0.77, '3_1': 0.19}",875,71.64283171278937
Q96P48,Unknotted,"{'0_1': 0.82, '3_1': 0.08}",1450,75.35154081990197
Q96P50,Unknotted,"{'0_1': 0.85, '3_1': 0.11}",834,76.48369605425312
Q96P53,Unknotted,{'0_1': 0.97},400,94.4592798483894
Q96P56,Unknotted,{'0_1': 0.97},530,70.6410831809877
Q96P63,Unknotted,"{'0_1': 0.81, '3_1': 0.16}",405,89.6159208103132
Q96P64,Unknotted,"{'0_1': 0.68, '3_1': 0.21}",663,64.15838615023472
Q96P65,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",431,78.94533237410124
Q96P66,Unknotted,"{'0_1': 0.88, '3_1': 0.09}",508,68.9343825301205
Q96P67,Unknotted,{'0_1': 0.95},336,84.49214603409912
Q96P68,Unknotted,{'0_1': 0.96},337,86.1971104499812
Q96P69,Unknotted,"{'0_1': 0.86, '3_1': 0.12}",363,84.9250905797098
Q96P70,Unknotted,"{'0_1': 0.88, '3_1': 0.1}",1041,88.02214829364182
Q96P71,Unknotted,{'0_1': 0.95},396,71.9554239999994
Q96P88,Unknotted,{'0_1': 0.99},292,74.54164048865617
Q96PB1,Unknotted,"{'0_1': 0.89, '3_1': 0.08}",797,87.41446042053214
Q96PB7,Unknotted,"{'0_1': 0.82, '3_1': 0.13}",478,80.41478632478588
Q96PB8,Unknotted,{'0_1': 1.0},259,85.3692773437505
Q96PC2,Unknotted,"{'0_1': 0.87, '3_1': 0.1}",410,77.11830731558031
Q96PC3,Unknotted,{'0_1': 0.98},154,93.25617236024854
Q96PD2,Unknotted,"{'0_1': 0.8, '3_1': 0.14}",775,68.35117293233057
Q96PD4,Unknotted,{'0_1': 0.98},163,87.38611727416776
Q96PD5,Unknotted,{'0_1': 0.94},576,80.26276231751778
Q96PD6,Unknotted,"{'0_1': 0.84, '3_1': 0.11}",335,94.05852470930215
Q96PD7,Unknotted,"{'0_1': 0.91, '3_1': 0.09}",388,88.31935442220751
Q96PE1,Unknotted,"{'0_1': 0.53, '4_1': 0.15, '3_1': 0.12, '6_2': 0.1, '6_1': 0.07}",1338,70.8675129688754
Q96PE3,Unknotted,"{'0_1': 0.74, '3_1': 0.19}",977,80.07923156801567
Q96PE5,Unknotted,{'0_1': 1.0},141,62.56043636363656
Q96PE6,Unknotted,{'0_1': 0.96},472,74.74963893249667
Q96PE7,Unknotted,{'0_1': 1.0},176,87.14344461305016
Q96PF1,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",710,92.30226069969714
Q96PF2,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",358,82.99295161851677
Q96PG1,Unknotted,{'0_1': 0.99},132,64.4887511737089
Q96PG2,Unknotted,{'0_1': 1.0},267,69.56974261201181
Q96PG8,Unknotted,{'0_1': 0.98},261,48.77217087587323
Q96PH1,Unknotted,{'0_1': 0.87},765,80.63097604986906
Q96PH6,Unknotted,{'0_1': 1.0},123,63.433245521601954
Q96PI1,Unknotted,{'0_1': 1.0},79,66.79180623973733
Q96PJ5,Unknotted,{'0_1': 1.0},515,78.66589387552703
Q96PK6,Unknotted,"{'0_1': 0.65, '3_1': 0.22}",669,51.52809066775579
Q96PL1,Unknotted,{'0_1': 1.0},93,72.10203366058941
Q96PL2,Unknotted,{'0_1': 0.97},329,72.15605687932376
Q96PL5,Unknotted,{'0_1': 0.96},475,81.54636093876358
Q96PM5,Unknotted,{'0_1': 0.98},261,90.7676284205474
Q96PM9,Unknotted,{'0_1': 0.98},386,62.740175685171856
Q96PN6,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",1610,81.62383550178842
Q96PN8,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",268,92.73921837991485
Q96PP4,Unknotted,{'0_1': 0.95},275,61.61438926174492
Q96PP8,Unknotted,{'0_1': 0.99},586,86.68257429976549
Q96PP9,Unknotted,{'0_1': 0.98},640,86.23978197391419
Q96PQ0,Unknotted,"{'0_1': 0.84, '3_1': 0.1}",1159,78.78795769188154
Q96PQ1,Unknotted,{'0_1': 0.99},595,76.34118187787259
Q96PQ5,Unknotted,{'0_1': 0.98},205,69.21588714733541
Q96PQ6,Unknotted,{'0_1': 0.95},595,67.00598486441012
Q96PQ7,Unknotted,"{'0_1': 0.74, '3_1': 0.16}",755,78.1844136532609
Q96PR1,Unknotted,"{'0_1': 0.87, '3_1': 0.13}",638,68.90104145601623
Q96PS1,Unknotted,{'0_1': 0.97},177,61.37926708949985
Q96PS6,Unknotted,{'0_1': 1.0},74,63.68502546689329
Q96PS8,Unknotted,{'0_1': 0.99},301,91.0967352415031
Q96PT3,Unknotted,{'0_1': 0.98},197,74.49904303147073
Q96PT4,Unknotted,{'0_1': 0.98},197,74.69278277634949
Q96PU4,Unknotted,"{'0_1': 0.91, '3_1': 0.06}",802,80.74822197593407
Q96PU5,Unknotted,"{'0_1': 0.81, '3_1': 0.12}",975,70.31325063291087
Q96PU8,Unknotted,"{'0_1': 0.8, '5_2': 0.14}",341,69.75361710177825
Q96PU9,Unknotted,{'0_1': 1.0},254,74.33047716777848
Q96PV0,Unknotted,"{'0_1': 0.65, '3_1': 0.09, '4_1': 0.06}",1343,59.99501920122984
Q96PV4,Unknotted,{'0_1': 0.94},448,70.38608857142837
Q96PV6,Unknotted,"{'0_1': 0.7, '3_1': 0.19, '5_2': 0.06}",800,55.33006130020911
Q96PX1,Unknotted,"{'0_1': 0.76, '3_1': 0.16}",679,60.59647343931705
Q96PX8,Unknotted,"{'0_1': 0.9, '3_1': 0.08}",696,77.18832297000822
Q96PX9,Unknotted,"{'0_1': 0.61, '3_1': 0.21, '4_1': 0.06}",1271,60.62129121159518
Q96PY0,Unknotted,{'0_1': 0.95},264,49.18223624432094
Q96PY5,Unknotted,"{'0_1': 0.76, '3_1': 0.2}",1086,77.01087869003682
Q96PY6,Unknotted,"{'0_1': 0.68, '3_1': 0.2, '4_1': 0.06}",1258,57.96068639171181
Q96PZ0,Unknotted,"{'0_1': 0.85, '3_1': 0.1}",661,80.90219650986347
Q96PZ2,Unknotted,"{'0_1': 0.88, '3_1': 0.09}",611,76.80039569805159
Q96Q05,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",1148,82.9152110030927
Q96Q06,Unknotted,"{'0_1': 0.55, '3_1': 0.22, '4_1': 0.06}",1357,37.49759795570712
Q96Q07,Unknotted,{'0_1': 0.92},612,88.74209680741538
Q96Q11,Unknotted,{'0_1': 0.98},434,90.02684106334826
Q96Q27,Unknotted,"{'0_1': 0.91, '3_1': 0.08}",587,86.74747103825096
Q96Q35,Unknotted,{'0_1': 1.0},445,75.7842876563352
Q96Q40,Unknotted,{'0_1': 0.96},435,73.01947901591912
Q96Q42,Unknotted,"{'0_1': 0.86, '3_1': 0.1}",1657,75.16703938713917
Q96Q45,Unknotted,{'0_1': 0.97},408,63.737512468828164
Q96Q77,Unknotted,{'0_1': 0.96},187,87.91858262573457
Q96Q80,Unknotted,{'0_1': 0.97},235,84.1738721605915
Q96Q83,Unknotted,{'0_1': 0.95},286,82.30954198473233
Q96Q89,Unknotted,"{'0_1': 0.64, '3_1': 0.17}",1820,63.74833547688359
Q96Q91,Unknotted,"{'0_1': 0.88, '3_1': 0.06}",983,72.62407523921928
Q96QA5,Unknotted,"{'0_1': 0.81, '3_1': 0.15}",445,80.51482549754776
Q96QA6,Unknotted,{'0_1': 0.94},119,90.87594537815134
Q96QC0,Unknotted,"{'0_1': 0.58, '4_1': 0.17, '3_1': 0.11, '6_1': 0.07}",940,57.88897115798534
Q96QD5,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",511,73.93609785783724
Q96QD8,Unknotted,{'0_1': 0.85},506,79.20421159200204
Q96QD9,Unknotted,{'0_1': 0.99},318,57.86342596268372
Q96QE2,Unknotted,{'0_1': 0.92},648,80.35858037156653
Q96QE4,Unknotted,"{'0_1': 0.57, '3_1': 0.21, '4_1': 0.06, '5_2': 0.06}",947,52.9772984631981
Q96QE5,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",360,81.37423168654209
Q96QF0,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",476,72.31525013448065
Q96QG7,Unknotted,{'0_1': 0.95},549,94.89822858420958
Q96QH2,Unknotted,"{'0_1': 0.52, '4_1': 0.2, '6_2': 0.09, '3_1': 0.08, '5_2': 0.08}",670,53.92145944912007
Q96QH8,Unknotted,{'0_1': 0.99},159,91.35225677830923
Q96QI5,Unknotted,{'0_1': 0.99},342,85.39333206397531
Q96QK1,Unknotted,{'0_1': 0.96},796,91.12177136652784
Q96QK8,Unknotted,{'0_1': 1.0},99,63.292680965147426
Q96QP1,Unknotted,"{'0_1': 0.87, '3_1': 0.12}",1244,66.80928863869086
Q96QR1,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",104,62.132376237623646
Q96QR8,Unknotted,{'0_1': 1.0},312,76.5555825864279
Q96QS1,Unknotted,{'0_1': 0.97},320,72.89376494845298
Q96QS3,Unknotted,"{'0_1': 0.74, '3_1': 0.19}",562,56.262632478632455
Q96QS6,Unknotted,"{'0_1': 0.87, '3_1': 0.12}",385,82.82811694747265
Q96QT4,Unknotted,"{'0_1': 0.68, '3_1': 0.19}",1865,69.77538204425478
Q96QT6,Unknotted,"{'0_1': 0.8, '3_1': 0.16}",1004,56.75058348528278
Q96QU4,Unknotted,{'0_1': 0.96},278,61.10004211511471
Q96QU6,Unknotted,{'0_1': 0.89},501,86.52898439435164
Q96QU8,Unknotted,{'0_1': 0.92},1125,87.2544699140406
Q96QV1,Unknotted,{'0_1': 0.96},700,80.41992398190004
Q96QV6,Unknotted,{'0_1': 1.0},131,90.54744765702871
Q96QZ0,Unknotted,{'0_1': 0.96},392,81.6649984111853
Q96QZ7,Unknotted,"{'0_1': 0.75, '3_1': 0.12, '6_2': 0.06}",1491,60.57466315425862
Q96R05,Unknotted,{'0_1': 0.96},134,96.46036630036633
Q96R06,Unknotted,"{'0_1': 0.55, '3_1': 0.33}",1193,63.81311423101463
Q96R08,Unknotted,{'0_1': 0.98},314,88.8386580436548
Q96R09,Unknotted,{'0_1': 0.96},309,90.91317525773208
Q96R27,Unknotted,{'0_1': 0.98},311,86.19012214983715
Q96R28,Unknotted,{'0_1': 0.98},347,79.12286754002838
Q96R30,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",315,79.90894630601565
Q96R45,Unknotted,{'0_1': 0.98},310,77.97254411161262
Q96R47,Unknotted,{'0_1': 0.95},310,84.61850752338337
Q96R48,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",311,87.78414002428106
Q96R54,Unknotted,{'0_1': 0.95},314,85.97448176976609
Q96R67,Unknotted,{'0_1': 0.97},309,89.38054545454543
Q96R69,Unknotted,{'0_1': 0.95},305,90.96390709249334
Q96R72,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",315,84.82528089887613
Q96R84,Unknotted,{'0_1': 0.97},312,83.29292075163413
Q96RA2,Unknotted,{'0_1': 0.95},312,87.70980706075572
Q96RB7,Unknotted,{'0_1': 0.96},305,87.03294044665012
Q96RC9,Unknotted,{'0_1': 0.95},309,89.94168046357592
Q96RD0,Unknotted,{'0_1': 0.99},313,90.10605742013729
Q96RD1,Unknotted,{'0_1': 0.96},312,90.14029540918132
Q96RD2,Unknotted,{'0_1': 0.99},323,87.2535974892115
Q96RD3,Unknotted,{'0_1': 0.94},313,80.87651515151475
Q96RD6,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",677,58.150963625976
Q96RD7,Unknotted,{'0_1': 0.98},426,74.82021604024835
Q96RD9,Unknotted,{'0_1': 0.97},977,76.7248893923235
Q96RE7,Unknotted,"{'0_1': 0.84, '3_1': 0.14}",527,64.21520708582851
Q96RE9,Unknotted,{'0_1': 0.99},604,67.90016179215901
Q96RF0,Unknotted,{'0_1': 0.9},628,67.341509860312
Q96RG2,Unknotted,"{'0_1': 0.6, '3_1': 0.23, '4_1': 0.09}",1323,54.09154383165448
Q96RI0,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",385,80.8339958592129
Q96RI1,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",486,69.76529441884274
Q96RI8,Unknotted,{'0_1': 0.97},345,90.93242783123557
Q96RI9,Unknotted,{'0_1': 0.95},348,90.13566909090909
Q96RJ0,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",339,89.97280247813363
Q96RJ3,Unknotted,{'0_1': 1.0},184,64.47587481146323
Q96RJ6,Unknotted,{'0_1': 0.94},166,70.51334084084162
Q96RK1,Unknotted,{'0_1': 0.98},184,61.06457317073172
